stage,audit_type,clause,clause_title,process_name,role,context,question,organization_focus,auditor_focus,defect_cases,evidence_examples,output_format,quality_criteria,result_label,severity_level,notes,prompt_template,source_hint,img_scene_types,img_object_categories,img_ppe_items,img_unsafe_actions_keywords,img_signage_text_keywords,img_evidence_sources,img_model_hint,img_acceptance_criteria,img_mapping_confidence,eval_metric,eval_threshold,evidence_source,self_check_1cycle,risk_priority
1단계,문서,6.1.2.2,안전보건 리스크 평가,리스크 평가 프로세스,ISO45001 심사원(AI 에이전트),평가 방법·기준·주기 확인,리스크 평가 기준(심각도·가능성)과 등급체계를 정의하고 잔여리스크를 관리하는가?,평가 매트릭스·등급·허용기준 정의 • 책임·주기·승인·보관(≥3년) • 조치 후 효과성 확인,평가 샘플의 일관성·추적성 점검 • 잔여리스크 허용 근거 검토(ALARP) • 검교정된 측정값 사용 확인(해당 시),평가 기준 불명확/일관성 부족 • 조치 전/후 평가 누락 • 보관기간 미준수,리스크 평가 절차서 • 평가 결과표 • 승인·개정 이력,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 6.1.2.2 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 6.1.2.2 안전보건 리스크 평가 – 평가 방법·기준·주기 확인
[질문] 리스크 평가 기준(심각도·가능성)과 등급체계를 정의하고 잔여리스크를 관리하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 6.1.2.2 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.3 6.1.2,,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
1단계,문서,6.1.2.3,안전보건 기회 평가,기회 평가 프로세스,ISO45001 심사원(AI 에이전트),개선 기회 목록 및 우선순위 확인,성과 향상·적응·관리수단 개선 기회를 체계적으로 평가·우선순위화하는가?,기회 정의·평가기준·우선순위 • 목표·계획과 연계 • 자원·일정 배정,기회→과제화·추적 여부 확인 • 성과지표와 연계성 점검 • 경영검토 반영 확인,기회 항목이 선언적·추적 미흡 • 평가기준 부재 • 자원 미배정,개선기회 목록 • 우선순위 기준 • 실행 로드맵,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 6.1.2.3 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 6.1.2.3 안전보건 기회 평가 – 개선 기회 목록 및 우선순위 확인
[질문] 성과 향상·적응·관리수단 개선 기회를 체계적으로 평가·우선순위화하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 6.1.2.3 적합성 + 정확성·일관성·검증가능성 + 법규 준수","원본 p.1(비고), p.3 6.1.2.3",,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
1단계,문서,6.1.3,법적 요구사항 및 기타 요구사항의 결정,법규/기타 요구 식별 프로세스,ISO45001 심사원(AI 에이전트),법규 레지스터 및 준수관리 확인,적용 법규·기타 요구를 결정·갱신·의사소통하고 준수평가와 시정조치를 수행하는가?,최신판 유지·책임자 지정 • 준수평가 주기·방법·조치 • 변경 시 교육·커뮤니케이션,법령 적용범위·의무사항 매핑 • 증빙 보존기간 준수(표-13 참조) • 타 표준·계약 요구 포함 여부,레지스터 최신화 지연 • 준수평가 형식적·조치 미이행 • 보존기간 위반,법규/기타 요구 레지스터 • 준수평가 결과 • 시정조치 기록,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 6.1.3 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 6.1.3 법적 요구사항 및 기타 요구사항의 결정 – 법규 레지스터 및 준수관리 확인
[질문] 적용 법규·기타 요구를 결정·갱신·의사소통하고 준수평가와 시정조치를 수행하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 6.1.3 적합성 + 정확성·일관성·검증가능성 + 법규 준수","원본 p.3 6.1.3 / p.19 표-13 / p.16 표-8,9",,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
1단계,문서,6.1.4,조치 기획,,ISO45001 심사원(AI 에이전트),리스크·기회·법규·비상대비 조치 통합 계획,결정된 리스크·기회·법규·비상사태에 대한 조치를 통합·실행·평가하는가?,조치계획의 책임·일정·지표 • 비상대응 계획 포함 • 효과성 평가 루프,조치계획→운영 절차 반영 확인 • 성과지표·완료 기준 명확성 • 변경관리 연계,조치계획 선언적·추적 부재 • 효과성 평가 누락 • 비상계획 미통합,조치 계획서 • 비상계획 • 효과성 평가서,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 6.1.4 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 6.1.4 조치 기획 – 리스크·기회·법규·비상대비 조치 통합 계획
[질문] 결정된 리스크·기회·법규·비상사태에 대한 조치를 통합·실행·평가하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 6.1.4 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.3 6.1.4,,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
1단계,문서,6.2.1,안전보건 목표,,ISO45001 심사원(AI 에이전트),연간 OH&S 목표의 SMART성과 정합성 확인,측정가능·모니터링·의사소통·갱신 가능한 OH&S 목표를 수립하는가?,방침과 일관성 • 지표·목표치 명확 • 모니터링·보고 체계,목표-성과지표 대조 • 공유·인식 상태 점검 • 미달성 시 조치 정의,정성적 슬로건 수준 • 지표·기한·책임 누락 • 부서·계층 분해 미흡,연간 목표표 • 대시보드/보고서 • 커뮤니케이션 기록,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 6.2.1 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 6.2.1 안전보건 목표 – 연간 OH&S 목표의 SMART성과 정합성 확인
[질문] 측정가능·모니터링·의사소통·갱신 가능한 OH&S 목표를 수립하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 6.2.1 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.3 6.2(45001),,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
1단계,문서,6.2.2,목표 달성 기획,,ISO45001 심사원(AI 에이전트),무엇/자원/책임/기한/지표/통합 포함 여부 확인,"목표 달성 계획에 필요 항목(what, resources, responsibility, due, KPI, integration)이 포함되는가?",자원·예산·책임자 지정 • 일정·마일스톤 • 타 프로세스 통합,계획→실적 추적 • 변경·리스크 대응 • 경영검토 반영,계획 미비/추적 부재 • 지표 불명확 • 통합 미흡,목표 달성 계획서 • 실적 추적표,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 6.2.2 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 6.2.2 목표 달성 기획 – 무엇/자원/책임/기한/지표/통합 포함 여부 확인
[질문] 목표 달성 계획에 필요 항목(what, resources, responsibility, due, KPI, integration)이 포함되는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 6.2.2 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.3 6.2.2,,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,문서+인터뷰,7.1,자원,자원(인적/기술/재정/기반구조),ISO45001 심사원(AI 에이전트),자원 제공의 적절성 확인,OH&S MS 수립·유지·개선에 필요한 자원이 결정·제공되는가?,인력·예산·설비·IT/통신·긴급봉쇄 시스템 • 중대재해법 요구와 연계,자원 산정근거 확인 • 배정·집행 기록 검토 • 부족 리스크 평가,자원 요구 미반영 • 집행률 저조 • 긴급 시스템 미비,자산목록 • 예산서 • 투자계획,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 7.1 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 7.1 자원 – 자원 제공의 적절성 확인
[질문] OH&S MS 수립·유지·개선에 필요한 자원이 결정·제공되는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 7.1 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.4 7.1,,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,문서+인터뷰,7.2,역량/적격성,,ISO45001 심사원(AI 에이전트),역량 요구·확보·평가,필요 역량을 결정·확보·평가하고 증거를 보유하는가?,업무분석 기반 역량 요구 • 교육·자격·경험 기록 • 주기적 역량평가,표-10 요구 역량 대비 샘플 점검 • 교육 효과성 검증 • 자격 유효기간 관리,필요 역량 미정의 • 교육 이수만 있고 효과성 검증 없음 • 자격 만료 방치,교육계획/이수 기록 • 자격증 사본 • 역량평가표,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 7.2 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 7.2 역량/적격성 – 역량 요구·확보·평가
[질문] 필요 역량을 결정·확보·평가하고 증거를 보유하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 7.2 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.4-5 7.2 / p.16 표-10,,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,문서+인터뷰,7.3,인식,,ISO45001 심사원(AI 에이전트),근로자 인식 수준 확인,근로자가 방침·목표·자신의 기여·사건/위험·작업중지권을 인식하는가?,다층 교육·게시·브리핑 • 외국인 등 다언어 지원,인터뷰로 인식 확인 • 자료·게시 상태 확인 • 교육 평가 결과 검토,인식 문항 누락(작업중지권 등) • 교육 후 평가 부재 • 내부게시 미흡,교육자료/결과 • 게시물 • 회의록,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 7.3 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 7.3 인식 – 근로자 인식 수준 확인
[질문] 근로자가 방침·목표·자신의 기여·사건/위험·작업중지권을 인식하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 7.3 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.5 7.3,,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,문서+인터뷰,7.4.1,의사소통(일반),내·외부 의사소통 프로세스,ISO45001 심사원(AI 에이전트),의사소통 체계(what/when/who/how) 확인,OH&S 관련 내·외부 의사소통 프로세스를 수립·실행·유지하는가?,채널·주기·책임 정의 • 법규 요구 반영 • 기록 보유,표-11 타 조항의 의사소통 요구 반영 여부 • 로그 표본 검토 • 비상 연락망 확인,채널만 나열·실행기록 없음 • 외부기관 보고 누락 • 다언어 미지원,의사소통 계획 • 로그/공지 • 비상연락망,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 7.4.1 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 7.4.1 의사소통(일반) – 의사소통 체계(what/when/who/how) 확인
[질문] OH&S 관련 내·외부 의사소통 프로세스를 수립·실행·유지하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 7.4.1 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.5 7.4 / p.17 표-11,공지 게시판; 사내 디지털 사이니지,안전방침 게시물; 공지 포스터,,,,CCTV; 현장 사진; 드론(필요 시),OCR(게시판 문안); YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),방침 최신본 게시 확인; OCR 문안 일치율 ≥ 95%,H,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,문서+인터뷰,7.4.2,내부 의사소통,,ISO45001 심사원(AI 에이전트),다계층 내부 정보공유 확인,조직의 다양한 계층/부서 간 정보가 적정 수준으로 공유되는가?,현장 브리핑·회의체 운영 • 피드백 반영 • 지속개선 기여,회의록·공지 샘플 확인 • 피드백→조치 추적 • 근로자 체감 인터뷰,하향식 일방소통 • 피드백 경로 부재 • 현장 반영 미흡,사내 공지 • 타운홀/회의록,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 7.4.2 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 7.4.2 내부 의사소통 – 다계층 내부 정보공유 확인
[질문] 조직의 다양한 계층/부서 간 정보가 적정 수준으로 공유되는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 7.4.2 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.5 7.4.2,공지 게시판; 사내 디지털 사이니지,안전방침 게시물; 공지 포스터,,,,CCTV; 현장 사진; 드론(필요 시),OCR(게시판 문안); YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),방침 최신본 게시 확인; OCR 문안 일치율 ≥ 95%,H,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,문서+인터뷰,7.4.3,외부 의사소통,,ISO45001 심사원(AI 에이전트),대외 커뮤니케이션 및 신고/보고 확인,법규·기타 요구에 따른 외부 의사소통을 수행하는가? (허가/신고/보고 포함),기관 보고·허가·신고 체계 • 비상 시 외부 커뮤니케이션,법정 보고 증빙 확인 • 비상 대응 시 외부기관 연락 계획 • 이해관계자 통보,법정 보고 지연/누락 • 외부 연락 창구 불명확 • 記錄 부재,대외 공문 • 기관 보고 기록 • 비상 연락 계획,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 7.4.3 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 7.4.3 외부 의사소통 – 대외 커뮤니케이션 및 신고/보고 확인
[질문] 법규·기타 요구에 따른 외부 의사소통을 수행하는가? (허가/신고/보고 포함)
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 7.4.3 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.5 7.4.3,공지 게시판; 사내 디지털 사이니지,안전방침 게시물; 공지 포스터,,,,CCTV; 현장 사진; 드론(필요 시),OCR(게시판 문안); YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),방침 최신본 게시 확인; OCR 문안 일치율 ≥ 95%,H,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
1단계,문서,7.5.1,문서화된 정보(일반),,ISO45001 심사원(AI 에이전트),문서·기록 요건 충족 여부,표준이 요구하는 문서(유지)와 기록(보유)을 구분·관리하는가?,필수 문서와 조직 필요 문서 구분 • 법 제25조 안전보건관리규정 보유 • 보존기간 준수(표-13),문서목록·외부문서 관리 확인 • 접근·보호·가독성 확인 • 보존기간 대장 점검,문서·기록 구분 혼선 • 외부문서 최신본 미유지 • 보존기간 위반,문서관리 절차 • 문서목록/배포대장 • 보존대장,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 7.5.1 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 7.5.1 문서화된 정보(일반) – 문서·기록 요건 충족 여부
[질문] 표준이 요구하는 문서(유지)와 기록(보유)을 구분·관리하는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 7.5.1 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.5-6 7.5 / p.18 표-12 / p.19 표-13,,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
1단계,문서,7.5.2,작성 및 갱신,,ISO45001 심사원(AI 에이전트),문서 작성·승인 적정성,식별·형식/매체·검토·승인 절차가 적절한가?,문서번호/제목/작성자/일자 • 형식·매체 정의 • 검토·승인 기록,표준 미반영 항목 보완 여부 • 전자/종이 혼용 관리 확인,검토·승인 누락 • 버전·형식 불일치,문서 제·개정 심의서 • 승인기록,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 7.5.2 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 7.5.2 작성 및 갱신 – 문서 작성·승인 적정성
[질문] 식별·형식/매체·검토·승인 절차가 적절한가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 7.5.2 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.6 7.5.2,,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
1단계,문서,7.5.3,문서화된 정보의 관리,,ISO45001 심사원(AI 에이전트),배포·접근·보관·변경·폐기·외부문서 관리,필요 시 사용가능·적정·보호되고 외부 출처 문서가 관리되는가?,배포/접근/검색/사용 용이 • 보관·보존·가독성 • 변경이력·폐기 • 외부문서(MSDS 등) 관리,근로자·대표 접근 권한 확인 • 외부문서 최신본 유지 확인,접근권한 과도 제한 • 변경이력 미관리 • 외부문서 식별 미흡,접근권한표 • 변경이력 • 외부문서 대장,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 7.5.3 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 7.5.3 문서화된 정보의 관리 – 배포·접근·보관·변경·폐기·외부문서 관리
[질문] 필요 시 사용가능·적정·보호되고 외부 출처 문서가 관리되는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 7.5.3 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.6 7.5.3,,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
2단계,프로세스+현장,8.1.1,운용 기획 및 관리(일반),운영 기준 수립/관리 프로세스,ISO45001 심사원(AI 에이전트),운영 프로세스의 기준과 실행 확인,6절 결정 조치를 달성하기 위한 운영기준을 결정·관리하고 있는가?,활동흐름/방법/SOP·점검표 • 측정지표·책임·자원 • 복수 사업주 조정,법적 요구사항 반영 여부 • 절차 유지·기록 보유 구분 확인,운영 기준 미정의 • 조정 부재(타 사업주) • 기록 미보유,SOP/작업표준서 • 점검 기준 • 법규 준수 근거,"JSON keys: {조직중점사항[], 심사원중점사항[], 결함사례[], 판정('적합'|'부적합'|'개선필요'|'관찰'), 심각도('Cat.1'|'Cat.2'|'Cat.3'), 근거증빙[]}","ISO 45001 8.1.1 적합성, 정확성·일관성·검증가능성, 법규 준수(해당 시), 개인정보·저작권 준수",,,,"[역할] ISO45001 심사원(AI 에이전트)
[맥락] 8.1.1 운용 기획 및 관리(일반) – 운영 프로세스의 기준과 실행 확인
[질문] 6절 결정 조치를 달성하기 위한 운영기준을 결정·관리하고 있는가?
[출력형식] JSON: {""조직중점사항"":[], ""심사원중점사항"":[], ""결함사례"":[], ""판정"":""적합|부적합|개선필요|관찰 중 1"", ""심각도"":""Cat.1|Cat.2|Cat.3 중 1"", ""근거증빙"":[]}
[품질기준] ISO 45001 8.1.1 적합성 + 정확성·일관성·검증가능성 + 법규 준수",원본 p.7 8.1.1,,,,,,CCTV; 현장 사진; 드론(필요 시),YOLOv8/YOLOv10(Object); Pose(행동); OCR(표지판); Segmentation(영역위험),,M,precision/recall@IoU50; OCR-accuracy,"≥95% (PPE/OCR), ≥0.5 IoU",CCTV; 현장 사진; 드론(필요 시),Y,
